66,0,4,0,0,17,0,11,1,1
0,30,0,0,1,0,0,0,0,2
0,0,82,5,0,5,0,0,3,5
1,2,14,64,7,2,1,0,2,7
0,1,0,0,80,2,0,3,10,4
11,0,0,1,0,70,0,4,0,7
0,0,0,2,0,0,30,0,0,0
0,0,0,0,2,0,0,94,0,0
7,0,35,3,0,6,0,0,32,0
0,4,14,0,0,1,0,0,2,79
